스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Pale Ales,Belgian Blonde Ale,St. Idesbald Blond,Brouwerij Sint-Idesbald,Belgium,6,3.4,20,26,Active,St. Idesbald Blond Brouwerij Sint-Idesbald,9,35,10,18,31,69,0,68,31,11,22
Pale Ales,Belgian Blonde Ale,Abbaye De Forest,Brasserie de Silly S.A.,Belgium,6.5,3.52,21,22,Active,Abbaye De Forest Brasserie de Silly S.A.,20,28,12,20,29,35,0,41,26,13,37
Pale Ales,Belgian Blonde Ale,Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Brasserie Val De Sambre,Belgium,6,3.49,22,16,Active,Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6° Brasserie Val De Sambre,16,31,15,26,68,43,0,54,42,24,54
Pale Ales,Belgian Pale Ale,Orval Trappist Ale,Brasserie d'Orval S.A.,Belgium,6.2,4.2,"2,488","3,312",Active,Orval Trappist Ale Brasserie d'Orval S.A.,6,41,8,21,53,47,0,52,26,19,34
Pale Ales,Belgian Pale Ale,Rare Vos Amber Ale,Brewery Ommegang,United States,6.5,4.07,"1,202","2,300",Active,Rare Vos Amber Ale Brewery Ommegang,38,32,20,46,55,71,2,63,58,33,40
Pale Ales,Belgian Pale Ale,Palm / Palm Speciale,Brouwerij Palm NV,Belgium,5.2,3.32,314,827,Active,Palm / Palm Speciale Brouwerij Palm NV,15,24,15,17,39,28,0,36,18,29,38
Pale Ales,Belgian Pale Ale,Karma Belgian Style Pale Ale,Avery Brewing Company,United States,5.2,3.4,492,507,Active,Karma Belgian Style Pale Ale Avery Brewing Company,7,29,18,21,42,29,2,44,21,9,66
Pale Ales,Belgian Pale Ale,Luciérnaga,Jolly Pumpkin Artisan Ales,United States,6.5,4.04,394,584,Active,Luciérnaga Jolly Pumpkin Artisan Ales,18,35,9,16,78,56,1,80,17,19,57
Pale Ales,Belgian Pale Ale,A Little Crazy,Revolution Brewing,United States,6.8,4.02,115,736,Active,A Little Crazy Revolution Brewing,22,37,10,37,37,107,2,84,57,24,25
Pale Ales,Belgian Pale Ale,Blue Moon Rounder Belgian-Style Pale,Blue Moon Brewing Company,United States,5.6,3.13,86,723,Active,Blue Moon Rounder Belgian-Style Pale Blue Moon Brewing Company,10,25,10,26,31,37,0,43,30,21,31
Pale Ales,Belgian Pale Ale,Raftman,Unibroue,Canada,5.5,3.86,423,373,Active,Raftman Unibroue,5,20,7,16,18,13,1,12,24,3,25
Pale Ales,Belgian Pale Ale,Stone Soup,New Glarus Brewing Company,United States,5.3,3.77,302,325,Active,Stone Soup New Glarus Brewing Company,11,38,17,16,51,45,0,61,25,45,50
Pale Ales,Belgian Pale Ale,Liquid Gold,Captain Lawrence Brewing Co.,United States,6,3.81,177,440,Active,Liquid Gold Captain Lawrence Brewing Co.,12,22,10,15,41,43,2,63,22,31,28
Pale Ales,Belgian Pale Ale,De Koninck APA (Antwaarpse Pale Ale),Brouwerij De Koninck NV,Belgium,5.2,3.63,329,262,Active,De Koninck APA (Antwaarpse Pale Ale) Brouwerij De Koninck NV,15,14,6,16,27,22,1,30,23,32,27
Pale Ales,Belgian Pale Ale,Dorée (Gold),Bières de Chimay,Belgium,4.8,3.88,218,364,Active,Dorée (Gold) Bières de Chimay,9,19,6,11,33,14,1,24,16,3,24
Pale Ales,Belgian Pale Ale,Taras Boulba,Brasserie de la Senne,Belgium,4.5,3.88,235,343,Active,Taras Boulba Brasserie de la Senne,18,30,13,16,39,38,1,55,36,35,34
Pale Ales,Belgian Pale Ale,Brugse Zot,Huisbrouwerij De Halve Maan,Belgium,6,3.71,203,371,Active,Brugse Zot Huisbrouwerij De Halve Maan,33,20,12,48,25,49,1,50,57,14,30
Pale Ales,Belgian Pale Ale,The Citizen,DC Brau Brewing Co.,United States,7,3.54,96,414,Active,The Citizen DC Brau Brewing Co.,13,13,6,11,20,24,1,27,19,11,23
Pale Ales,Belgian Pale Ale,Belgian Style Amber Ale,Dark Horse Brewing Company,United States,5.5,3.47,215,269,Active,Belgian Style Amber Ale Dark Horse Brewing Company,13,26,10,21,55,38,1,63,28,23,29
Pale Ales,Belgian Pale Ale,Singel,Hardywood Park Craft Brewery,United States,6.2,3.77,85,396,Active,Singel Hardywood Park Craft Brewery,8,24,7,20,47,19,0,38,29,24,55
Pale Ales,Belgian Pale Ale,Extra 4,Brouwerij St. Bernardus NV,Belgium,4.8,3.94,103,301,Active,Extra 4 Brouwerij St. Bernardus NV,11,17,11,16,15,31,1,35,22,19,15
Pale Ales,Belgian Pale Ale,Bruegel Amber Ale,Brouwerij Van Steenberge N.V.,Belgium,5.2,3.49,315,86,Active,Bruegel Amber Ale Brouwerij Van Steenberge N.V.,26,42,14,35,33,32,2,55,57,20,42
Pale Ales,Belgian Pale Ale,Cuvée Des Trolls,Brasserie Dubuisson Frères sprl,Belgium,7,3.58,143,256,Active,Cuvée Des Trolls Brasserie Dubuisson Frères sprl,8,19,7,12,64,35,1,45,15,4,41
Pale Ales,Belgian Pale Ale,Jardinier,The Bruery,United States,4.9,3.8,84,313,Active,Jardinier The Bruery,18,24,10,21,35,38,0,54,26,13,28
Pale Ales,Belgian Pale Ale,Sixteen Counties,Allagash Brewing Company,United States,6.5,4.05,80,283,Active,Sixteen Counties Allagash Brewing Company,40,35,17,29,35,71,5,70,65,39,44
Pale Ales,Belgian Pale Ale,Hommel Bier,Perennial Artisan Ales,United States,5.9,3.77,60,294,Active,Hommel Bier Perennial Artisan Ales,30,28,23,43,30,32,4,41,54,22,50
Pale Ales,Belgian Pale Ale,House Beer,Allagash Brewing Company,United States,4.5,3.94,55,298,Active,House Beer Allagash Brewing Company,17,35,12,39,31,48,0,59,68,12,27
Pale Ales,Belgian Pale Ale,Hoppy Table Beer,Allagash Brewing Company,United States,4.8,4.01,92,235,Active,Hoppy Table Beer Allagash Brewing Company,30,49,28,47,49,63,6,92,56,44,51
Pale Ales,Belgian Pale Ale,Hell's Belle,Big Boss Brewing,United States,7,3.54,109,186,Active,Hell's Belle Big Boss Brewing,20,34,11,43,26,30,3,42,55,14,23
Pale Ales,Belgian Pale Ale,Witkap Pater Singel / Stimulo,Brouwerij Slaghmuylder,Belgium,6,3.73,212,78,Active,Witkap Pater Singel / Stimulo Brouwerij Slaghmuylder,17,39,20,30,60,40,0,65,37,36,36
Pale Ales,Belgian Pale Ale,Zinnebir,Brasserie de la Senne,Belgium,6,3.91,113,177,Active,Zinnebir Brasserie de la Senne,46,41,19,25,63,82,1,87,49,25,37
Pale Ales,Belgian Pale Ale,It Takes A Lot Of Great Beer To Make Great Wine,Russian River Brewing Company,United States,5.2,3.88,74,171,Active,It Takes A Lot Of Great Beer To Make Great Wine Russian River Brewing Company,20,23,10,37,46,55,0,69,70,24,22
Pale Ales,Belgian Pale Ale,It's Alright!,Mikkeller ApS,Denmark,4.5,3.06,135,74,Active,It's Alright! Mikkeller ApS,41,24,5,40,34,34,2,50,59,3,25
Pale Ales,Belgian Pale Ale,Belgian Style Pale Ale,White Birch Brewing,United States,6.4,3.55,93,96,Active,Belgian Style Pale Ale White Birch Brewing,17,35,17,34,34,89,0,56,35,4,28
Pale Ales,Belgian Pale Ale,Bière Du Boucanier Red,Brouwerij Van Steenberge N.V.,Belgium,7,3.79,119,69,Active,Bière Du Boucanier Red Brouwerij Van Steenberge N.V.,11,36,14,46,60,43,0,68,61,30,54
Pale Ales,Belgian Pale Ale,Seef Bier,Antwerpse Brouw Compagnie N.V.,Belgium,6.5,3.7,47,137,Active,Seef Bier Antwerpse Brouw Compagnie N.V.,20,38,22,23,115,57,2,86,26,24,64
Pale Ales,Belgian Pale Ale,Levon,Omnipollo,Sweden,6.5,3.87,48,134,Active,Levon Omnipollo,15,40,15,14,25,43,3,60,32,36,37
Pale Ales,Belgian Pale Ale,River Trip,Allagash Brewing Company,United States,4.8,3.89,62,99,Active,River Trip Allagash Brewing Company,16,26,13,29,39,49,1,58,44,17,21
Pale Ales,Belgian Pale Ale,Birdhouse Pale Ale,The Brewer's Art,United States,5,3.78,37,124,Active,Birdhouse Pale Ale The Brewer's Art,14,18,18,26,34,42,1,61,32,12,17
Pale Ales,Belgian Pale Ale,Trappist Extra,Brouwerij Westmalle,Belgium,4.8,3.99,79,77,Active,Trappist Extra Brouwerij Westmalle,7,15,5,33,24,25,0,27,44,16,29
Pale Ales,Belgian Pale Ale,Jersey Summer Breakfast Ale,Cricket Hill Brewing Co.,United States,5.5,3.42,58,89,Active,Jersey Summer Breakfast Ale Cricket Hill Brewing Co.,38,31,7,39,43,37,4,62,64,27,43
Pale Ales,Belgian Pale Ale,La Rullés Estivale (Bière De Gaume),Brasserie Artisanale De Rulles SPRL,Belgium,5.2,3.85,85,61,Active,La Rullés Estivale (Bière De Gaume) Brasserie Artisanale De Rulles SPRL,6,24,19,15,36,40,0,40,20,11,30
Pale Ales,Belgian Pale Ale,X-Mas Zinnebir,Brasserie de la Senne,Belgium,6.5,3.77,96,49,Active,X-Mas Zinnebir Brasserie de la Senne,17,34,10,37,29,49,1,61,66,12,35
Pale Ales,Belgian Pale Ale,Triporteur From Heaven,BOMBrewery,Belgium,6.2,3.84,34,106,Active,Triporteur From Heaven BOMBrewery,15,44,26,43,71,37,0,63,43,52,72
Pale Ales,Belgian Pale Ale,Douze,BFM (Brasserie des Franches-Montagnes),Switzerland,6.5,3.91,44,93,Active,Douze BFM (Brasserie des Franches-Montagnes),15,22,6,26,43,32,1,39,41,13,34
Pale Ales,Belgian Pale Ale,La Trappe Puur,Bierbrouwerij De Koningshoeven B.V.,Netherlands,4.7,3.7,37,89,Active,La Trappe Puur Bierbrouwerij De Koningshoeven B.V.,21,29,10,33,42,77,21,79,43,10,28
Pale Ales,Belgian Pale Ale,Brussels Calling,Brasserie de la Senne,Belgium,6,3.89,27,81,Active,Brussels Calling Brasserie de la Senne,16,17,10,27,29,31,0,36,41,7,21
Pale Ales,Belgian Pale Ale,Mellow Monks,Weyerbacher Brewing Co.,United States,4.5,3.71,41,65,Active,Mellow Monks Weyerbacher Brewing Co.,31,55,14,67,65,65,0,73,84,15,46
Pale Ales,Belgian Pale Ale,Chouffe Soleil,Brasserie d'Achouffe,Belgium,6,3.71,27,75,Active,Chouffe Soleil Brasserie d'Achouffe,24,40,15,21,41,52,0,78,31,45,37
Pale Ales,Belgian Pale Ale,Bokrijks Kruikenbier,Brouwerij Sterkens N.V.,Belgium,6.7,3.92,61,29,Active,Bokrijks Kruikenbier Brouwerij Sterkens N.V.,14,32,14,21,24,28,0,38,41,31,39
Pale Ales,Belgian Pale Ale,Hoppenbier,Jopen Bier BV Haarlem,Netherlands,6.8,3.76,24,59,Active,Hoppenbier Jopen Bier BV Haarlem,20,38,24,22,84,53,0,87,37,25,44
Pale Ales,Belgian Pale Ale,1897 Amber Ale,Stanley Park Brewing,Canada,5.1,3.28,21,56,Active,1897 Amber Ale Stanley Park Brewing,12,24,13,49,35,55,0,66,51,7,36
Pale Ales,Belgian Pale Ale,Flacatoune,Microbrasserie Charlevoix,Canada,7,3.81,28,47,Active,Flacatoune Microbrasserie Charlevoix,13,34,9,26,55,27,1,30,33,1,75
Pale Ales,Belgian Pale Ale,Trader Joe's Audaciter,Trader Joe's Brewing Company,United States,7.5,3.96,34,35,Active,Trader Joe's Audaciter Trader Joe's Brewing Company,17,31,12,21,29,41,1,45,39,24,30
Pale Ales,Belgian Pale Ale,Palm Export,Brouwerij Palm NV,Belgium,5.4,3.27,21,33,Active,Palm Export Brouwerij Palm NV,8,31,18,16,45,41,0,49,20,22,26
Pale Ales,Belgian Pale Ale,Malheur 6°,Brouwerij De Landtsheer NV,Belgium,6,3.74,21,33,Active,Malheur 6° Brouwerij De Landtsheer NV,22,26,10,32,21,14,0,16,37,11,55
Pale Ales,Belgian Pale Ale,Spécial De Ryck,Brouwerij De Ryck,Belgium,5.5,3.16,27,27,Active,Spécial De Ryck Brouwerij De Ryck,14,37,9,28,44,40,0,43,33,18,28
Pale Ales,Belgian Pale Ale,Gouyasse Blonde,Brasserie Des Légendes,Belgium,6,3.76,30,19,Active,Gouyasse Blonde Brasserie Des Légendes,28,30,9,34,36,42,1,48,29,20,49
Pale Ales,Belgian Pale Ale,La Gauloise Ambrée,Brasserie Du Bocq,Belgium,5.5,3.63,21,26,Active,La Gauloise Ambrée Brasserie Du Bocq,24,42,14,32,39,29,1,36,47,17,41
Pale Ales,Belgian Pale Ale,Jade (Biere Biologique),Brasserie Castelain,France,4.6,3.56,36,9,Active,Jade (Biere Biologique) Brasserie Castelain,17,39,14,40,51,30,0,38,50,22,43
Pale Ales,Belgian Pale Ale,Eisenbahn Pale Ale,Cervejaria Sudbrack Ltda,Brazil,4.8,3.82,21,24,Active,Eisenbahn Pale Ale Cervejaria Sudbrack Ltda,27,38,9,25,47,47,1,57,42,14,41
Pale Ales,Belgian Pale Ale,Oeral Bier,Brouwerij De Dolle Brouwers,Belgium,6,3.91,28,15,Active,Oeral Bier Brouwerij De Dolle Brouwers,24,34,15,35,36,39,0,47,43,8,39
Pale Ales,Belgian Pale Ale,Kastaar,Brouwerij De Block bvba,Belgium,5,3.6,29,7,Active,Kastaar Brouwerij De Block bvba,48,39,23,40,64,98,2,94,64,34,36
Pale Ales,Belgian Pale Ale,Cap Espoir,Brasseurs R.J.,Canada,5,3.61,20,15,Active,Cap Espoir Brasseurs R.J.,16,34,16,14,54,47,1,49,14,11,29
Pale Ales,Belgian Pale Ale,New Norcia Abbey Ale,Malt Shovel Brewery,Australia,7,3.49,28,7,Active,New Norcia Abbey Ale Malt Shovel Brewery,17,36,34,17,38,42,0,62,29,18,52
Pale Ales,Bière de Garde,Oro De Calabaza,Jolly Pumpkin Artisan Ales,United States,8,4.11,765,"1,125",Active,Oro De Calabaza Jolly Pumpkin Artisan Ales,8,42,23,24,59,33,0,58,19,21,36
Pale Ales,Bière de Garde,Domaine DuPage French Style Country Ale,Two Brothers Brewing Company,United States,6.2,3.82,560,"1,043",Active,Domaine DuPage French Style Country Ale Two Brothers Brewing Company,20,30,27,22,52,119,2,78,30,39,28
Pale Ales,Bière de Garde,Gift Of The Magi,The Lost Abbey,United States,12,3.82,321,436,Active,Gift Of The Magi The Lost Abbey,13,29,8,27,40,16,0,22,30,10,55
Pale Ales,Bière de Garde,"Fuego Del Otono, Autumn Fire",Jolly Pumpkin Artisan Ales,United States,6.1,4.05,249,475,Active,"Fuego Del Otono, Autumn Fire Jolly Pumpkin Artisan Ales",25,42,47,33,54,42,0,42,47,11,33
Pale Ales,Bière de Garde,Bière De Mars,Jolly Pumpkin Artisan Ales,United States,7,4.14,233,487,Active,Bière De Mars Jolly Pumpkin Artisan Ales,13,11,6,5,27,67,0,35,4,13,14
Pale Ales,Bière de Garde,Perdition,Russian River Brewing Company,United States,6.1,3.96,186,467,Active,Perdition Russian River Brewing Company,31,29,15,7,68,137,0,72,14,6,29
Pale Ales,Bière de Garde,Biere De Norma,Hill Farmstead Brewery,United States,7,4.39,76,571,Active,Biere De Norma Hill Farmstead Brewery,2,17,4,12,14,22,0,20,15,4,18
Pale Ales,Bière de Garde,3 MONTS (Originale),Brasserie 3 MONTS,France,8.5,3.93,303,224,Active,3 MONTS (Originale) Brasserie 3 MONTS,25,29,12,27,79,108,1,64,21,10,54
Pale Ales,Bière de Garde,Gavroche,Brasserie 3 MONTS,France,8.5,3.79,248,220,Active,Gavroche Brasserie 3 MONTS,14,32,24,19,36,26,2,34,38,13,33
Pale Ales,Bière de Garde,Jenlain Ambrée,Brasserie Duyck,France,7.5,3.75,217,113,Active,Jenlain Ambrée Brasserie Duyck,4,33,13,10,42,26,0,25,16,5,58
Pale Ales,Bière de Garde,La Goudale,Les Brasseurs de Gayant,France,7.2,3.61,161,122,Active,La Goudale Les Brasseurs de Gayant,11,26,14,24,58,30,0,33,23,16,61
Pale Ales,Bière de Garde,Reposé,Jester King Brewery,United States,8.3,4.21,27,231,Active,Reposé Jester King Brewery,19,38,21,31,61,29,3,49,58,30,72
Pale Ales,Bière de Garde,Holiday Ale,Two Roads Brewing Company,United States,7.3,3.73,61,177,Active,Holiday Ale Two Roads Brewing Company,38,34,32,14,58,127,1,80,29,19,69
Pale Ales,Bière de Garde,Grains Of Truth,Brewery Ommegang,United States,5.2,3.95,54,170,Active,Grains Of Truth Brewery Ommegang,8,24,8,10,32,6,0,7,13,14,52
Pale Ales,Bière de Garde,Cuvée Des Jonquilles,Brasserie Au Baron,France,7,4.12,78,131,Active,Cuvée Des Jonquilles Brasserie Au Baron,19,35,24,27,60,39,1,51,64,27,102
Pale Ales,Bière de Garde,Le Mort Vivant,Southern Star Brewing Company,United States,6.55,3.56,47,138,Active,Le Mort Vivant Southern Star Brewing Company,27,30,11,19,50,34,0,39,58,17,49
Pale Ales,Bière de Garde,Contemplation Ale,Brewery Vivant,United States,6.5,3.67,30,126,Active,Contemplation Ale Brewery Vivant,9,39,23,28,72,53,0,57,32,9,52
Pale Ales,Bière de Garde,Les Bière Des Sans Culottes,Brasserie La Choulette,France,7,4.02,108,43,Active,Les Bière Des Sans Culottes Brasserie La Choulette,14,27,16,13,74,25,0,27,33,18,56
Pale Ales,Bière de Garde,Saint Landelin La Divine,Les Brasseurs de Gayant,France,8.5,3.7,104,42,Active,Saint Landelin La Divine Les Brasseurs de Gayant,33,47,28,34,66,52,1,62,60,14,74
Pale Ales,Bière de Garde,LA-31 Acadie,Bayou Teche Brewery,United States,6,3.39,33,108,Active,LA-31 Acadie Bayou Teche Brewery,8,28,13,17,61,33,0,37,21,8,51
Pale Ales,Bière de Garde,Le Woof,Off Color Brewing,United States,7.8,3.83,37,95,Active,Le Woof Off Color Brewing,12,28,10,13,37,25,2,27,22,15,52
Pale Ales,Bière de Garde,Bellerose Biere Blonde Extra,Brasserie des Sources,France,6.5,3.85,37,92,Active,Bellerose Biere Blonde Extra Brasserie des Sources,16,41,18,16,68,70,2,79,38,29,52
Pale Ales,Bière de Garde,La Choulette Ambrée,Brasserie La Choulette,France,8,3.96,72,32,Active,La Choulette Ambrée Brasserie La Choulette,22,28,13,25,41,45,1,55,47,16,35
Pale Ales,Bière de Garde,Ch'ti Blonde,Brasserie Castelain,France,6.4,3.52,51,42,Active,Ch'ti Blonde Brasserie Castelain,18,29,35,24,98,56,2,64,25,20,82
Pale Ales,Bière de Garde,Le Batteur,Bell's Brewery - Eccentric Café & General Store,United States,6.1,3.67,21,66,Active,Le Batteur Bell's Brewery - Eccentric Café & General Store,30,36,11,32,57,40,6,62,54,18,75
Pale Ales,Bière de Garde,L'Ambrée D'Esquelbecq / Thiriez Amber,Brasserie Thiriez,France,5.8,3.9,51,33,Active,L'Ambrée D'Esquelbecq / Thiriez Amber Brasserie Thiriez,61,44,24,32,48,134,6,97,60,28,73
Pale Ales,Bière de Garde,Page 24 Réserve Hildegarde Blonde,Brasserie Saint-Germain,France,6.9,3.75,24,37,Active,Page 24 Réserve Hildegarde Blonde Brasserie Saint-Germain,18,46,6,36,71,59,3,54,52,27,74
Pale Ales,Bière de Garde,L'Amalthée,Brasserie Lebbe,France,6,4.1,35,24,Active,L'Amalthée Brasserie Lebbe,13,35,10,13,44,58,0,53,39,10,45
Pale Ales,Bière de Garde,Ovni Ale,St. Paul Brewing,United States,7.1,3.74,32,23,Active,Ovni Ale St. Paul Brewing,21,51,11,26,78,59,2,84,67,20,71
Pale Ales,Bière de Garde,Ch'ti Ambrée,Brasserie Castelain,France,5.9,3.5,23,24,Active,Ch'ti Ambrée Brasserie Castelain,19,54,15,40,71,53,4,60,49,13,112
Pale Ales,Bière de Garde,Bière Nouvelle,Brasserie 3 MONTS,France,8,3.7,24,16,Active,Bière Nouvelle Brasserie 3 MONTS,20,34,13,31,77,35,0,42,31,15,83
Pale Ales,English Bitter,Honker's Ale,Goose Island Beer Co.,United States,4.3,3.65,"1,147","2,851",Active,Honker's Ale Goose Island Beer Co.,11,37,31,26,59,60,0,66,23,16,31
Pale Ales,English Bitter,London Pride,Fuller's,United Kingdom,4.7,3.92,"1,143","1,627",Active,London Pride Fuller's,9,29,2,35,38,21,1,28,39,2,55
Pale Ales,English Bitter,Bluebird Bitter,Coniston Brewing Co. Ltd,United Kingdom,4.2,3.86,319,199,Active,Bluebird Bitter Coniston Brewing Co. Ltd,16,18,7,33,56,18,0,33,46,2,68
Pale Ales,English Bitter,Spitfire Premium Kentish Ale,Shepherd Neame Ltd,United Kingdom,4.5,3.58,197,281,Active,Spitfire Premium Kentish Ale Shepherd Neame Ltd,19,42,13,53,45,41,1,51,79,16,51
Pale Ales,English Bitter,Younger's Special Bitter,Rogue Ales,United States,4.8,3.92,280,89,Active,Younger's Special Bitter Rogue Ales,13,30,10,70,44,33,3,32,82,9,72
Pale Ales,English Bitter,Newcastle Summer Ale,Heineken Nederland B.V.,Netherlands,4.4,2.95,127,235,Active,Newcastle Summer Ale Heineken Nederland B.V.,22,54,16,56,32,29,0,27,63,14,60
Pale Ales,English Bitter,The Naughty Nurse,City Steam Brewery Café,United States,5,3.49,66,258,Active,The Naughty Nurse City Steam Brewery Café,14,43,12,50,29,26,0,26,68,3,64
Pale Ales,English Bitter,Ruddles County,Greene King / Morland Brewery,United Kingdom,4.7,3.74,190,88,Active,Ruddles County Greene King / Morland Brewery,11,22,6,38,29,6,0,12,38,4,39
Pale Ales,English Bitter,Foster's Special Bitter,Foster's Group Limited,Australia,5,2.83,174,64,Active,Foster's Special Bitter Foster's Group Limited,9,53,8,55,40,19,0,25,67,10,76
Pale Ales,English Bitter,Doom Bar,Sharp's Brewery,United Kingdom,4.3,3.48,57,180,Active,Doom Bar Sharp's Brewery,16,48,8,30,18,10,1,9,33,1,39
Pale Ales,English Bitter,Uncle Teddy's Bitter,Victory Brewing Company - Downingtown,United States,4,3.98,85,148,Active,Uncle Teddy's Bitter Victory Brewing Company - Downingtown,12,30,5,27,13,11,0,14,41,14,46
Pale Ales,English Bitter,Best Bitter,Gritty McDuff's Brewing Company,United States,5,3.6,116,81,Active,Best Bitter Gritty McDuff's Brewing Company,11,69,6,51,35,25,0,30,70,24,72
Pale Ales,English Bitter,Hopback Summer Lightning,Hop Back Brewery plc,United Kingdom,5,3.63,159,26,Active,Hopback Summer Lightning Hop Back Brewery plc,11,52,6,52,36,14,0,14,68,11,59
Pale Ales,English Bitter,Old Golden Hen,Greene King / Morland Brewery,United Kingdom,4.1,3.44,61,123,Active,Old Golden Hen Greene King / Morland Brewery,38,37,5,75,12,24,0,26,86,8,28
Pale Ales,English Bitter,Belhaven Best,Belhaven Brewery Company Ltd.,United Kingdom,3.5,3.3,80,102,Active,Belhaven Best Belhaven Brewery Company Ltd.,7,34,4,41,49,37,3,65,60,9,48
Pale Ales,English Bitter,Adnams Southwold Bitter,"Adnams plc, Sole Bay Brewery",United Kingdom,4.1,3.61,76,99,Active,"Adnams Southwold Bitter Adnams plc, Sole Bay Brewery",3,48,13,16,26,8,0,12,17,1,42
Pale Ales,English Bitter,Brakspear Bitter,W.H. Brakspear & Sons plc,United Kingdom,3.4,3.75,75,75,Active,Brakspear Bitter W.H. Brakspear & Sons plc,11,37,9,71,68,46,1,64,86,9,63
Pale Ales,English Bitter,Goliath,Wychwood Brewery Company Ltd,United Kingdom,4.2,3.45,83,60,Active,Goliath Wychwood Brewery Company Ltd,10,55,10,51,20,15,0,20,60,9,50
Pale Ales,English Bitter,McNellie's Pub Ale,Marshall Brewing Company,United States,5,3.73,62,71,Active,McNellie's Pub Ale Marshall Brewing Company,14,33,7,43,38,23,0,30,65,7,66
Pale Ales,English Bitter,Young's Bitter,Eagle Brewery,United Kingdom,3.8,3.8,56,76,Active,Young's Bitter Eagle Brewery,20,35,6,45,36,18,1,18,59,3,75
Pale Ales,English Bitter,Session Ale-Extra Special Bitter,Boston Beer Company (Samuel Adams),United States,5,3.55,41,89,Active,Session Ale-Extra Special Bitter Boston Beer Company (Samuel Adams),9,42,8,46,23,24,1,22,53,9,36
Pale Ales,English Bitter,Op & Top,Brouwerij De Molen,Netherlands,4.5,3.69,48,75,Active,Op & Top Brouwerij De Molen,14,34,6,32,20,21,2,25,57,11,37
Pale Ales,English Bitter,Courage Directors Bitter,Eagle Brewery,United Kingdom,4.8,3.46,77,45,Active,Courage Directors Bitter Eagle Brewery,14,31,8,50,47,52,0,66,75,9,46
Pale Ales,English Bitter,Arkell Best Bitter,Wellington County Brewery,Canada,4,3.66,67,49,Active,Arkell Best Bitter Wellington County Brewery,9,38,9,37,34,18,0,32,52,5,65
